X_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
779128,161 Linsmore Cres,Appeal - Front Yard Parking,0,54,106,42,27,25% of ballots received by voters,12,105,1,0,2018-03-23,0,106,2021-03-24,2018-02-21,28,50% + 1 of received ballots,FYPA 2018-035,862,In Favour,115,Yes
779129,102 Mountview Ave,Appeal - Front Yard Parking,0,13,13,13,4,25% of ballots received by voters,0,13,0,0,2018-03-24,0,13,2021-03-25,2018-02-22,8,50% + 1 of received ballots,FYPA 2018-036,863,In Favour,902,Yes
779130,29 Rowland St,Front Yard Parking,0,32,76,29,18,25% of ballots received by voters,0,69,7,3,2018-03-22,0,76,2021-03-23,2018-02-20,17,50% + 1 of received ballots,FYP 2018-037,864,In Favour,110,Yes
779131,57 Beresford Ave,Front Yard Parking,0,41,107,33,26,25% of ballots received by voters,4,104,3,4,2018-03-24,0,107,2021-03-25,2018-02-22,22,50% + 1 of received ballots,FYP 2018-038,865,In Favour,129,Yes
779132,358 Fairlawn Ave,Front Yard Parking,0,29,59,27,15,25% of ballots received by voters,0,59,0,2,2018-03-29,0,59,2021-03-30,2018-02-27,16,50% + 1 of received ballots,FYP 2018-039,866,In Favour,187,Yes
779133,45 Poplar Plains Cres,Front Yard Parking,0,32,46,24,11,25% of ballots received by voters,5,44,2,3,2018-04-04,0,46,2021-04-05,2018-03-05,17,50% + 1 of received ballots,FYP 2018-040,867,In Favour,51,Yes
779134,119 Russett Ave,Front Yard Parking,0,63,125,56,30,25% of ballots received by voters,2,118,7,5,2018-04-05,0,125,2021-04-06,2018-03-06,33,50% + 1 of received ballots,FYP 2018-041,868,In Favour,152,Yes
779135,53 Denison Rd W,Front Yard Parking,1,47,71,39,18,25% of ballots received by voters,0,71,0,7,2018-04-05,1,71,2021-04-06,2018-03-06,25,50% + 1 of received ballots,FYP 2018-042,869,In Favour,89,Yes
779136,,Proposed Business Improvement Area,0,7,20,7,6,30% of ballots received by voters or 100,0,20,0,0,2018-04-13,2,20,2020-04-14,2018-02-12,4,50% of received ballots,PBIA 2018-043,870,In Favour,54,Yes
779137,9 Durie St,Appeal - Front Yard Parking,0,30,67,25,16,25% of ballots received by voters,3,61,6,2,2018-03-28,0,67,2021-03-29,2018-02-26,16,50% + 1 of received ballots,FYPA 2018-044,871,In Favour,72,Yes
779138,272 Rusholme Rd,Front Yard Parking,0,33,78,14,17,25% of ballots received by voters,17,67,11,2,2018-03-30,0,78,2021-03-31,2018-02-28,18,50% + 1 of received ballots,FYP 2018-045,872,Opposed,98,Yes
779139,266 Waverley Rd,Appeal - Front Yard Parking,1,49,106,23,27,25% of ballots received by voters,23,106,0,2,2018-03-30,0,106,2021-03-31,2018-02-28,26,50% + 1 of received ballots,FYPA 2018-046,873,Opposed,123,Yes
779140,102 Bellefair Ave,Appeal - Front Yard Parking,0,43,84,13,20,25% of ballots received by voters,30,80,4,0,2018-04-04,0,84,2021-04-05,2018-03-05,23,50% + 1 of received ballots,FYPA 2018-047,874,Opposed,96,Yes
779141,42 Bellhaven Rd,Appeal - Front Yard Parking,0,42,59,37,15,25% of ballots received by voters,0,57,2,5,2018-04-12,2,59,2021-04-13,2018-03-13,22,50% + 1 of received ballots,FYPA 2018-048,875,In Favour,69,Yes
779142,117 Symington Ave,Front Yard Parking,0,91,200,86,44,25% of ballots received by voters,1,175,25,4,2018-04-13,0,200,2021-04-14,2018-03-14,47,50% + 1 of received ballots,FYP 2018-049,876,In Favour,260,Yes
779143,432 Margueretta St,Front Yard Parking,0,49,183,33,44,25% of ballots received by voters,4,174,9,12,2018-04-06,0,183,2021-04-07,2018-03-07,26,50% + 1 of received ballots,FYP 2018-050,877,In Favour,233,Yes
779144,5 Osler St,Front Yard Parking,0,35,75,29,17,25% of ballots received by voters,3,65,10,3,2018-04-14,0,75,2021-04-15,2018-03-15,19,50% + 1 of received ballots,FYP 2018-051,878,In Favour,103,Yes
779145,245 Symington Ave,Front Yard Parking,0,32,128,28,29,25% of ballots received by voters,0,116,12,4,2018-04-18,0,128,2021-04-19,2018-03-19,17,50% + 1 of received ballots,FYP 2018-052,879,In Favour,162,Yes
779146,,Traffic Calming,0,120,343,53,159,50% + 1 of ballots received by voters,50,315,28,17,2018-04-07,0,343,2020-04-08,2018-03-08,N/A,60% of received ballots,TCP 2018-053,880,Response Rate Not Met,433,No
779147,715 Oriole Pkwy,Appeal - Front Yard Parking,0,7,35,5,9,25% of ballots received by voters,1,35,0,1,2018-04-12,0,35,2021-04-13,2018-03-13,N/A,50% + 1 of received ballots,FYPA 2018-054,881,Response Rate Not Met,41,No
779148,,Traffic Calming,0,122,335,51,152,50% + 1 of ballots received by voters,54,302,33,17,2018-04-27,0,335,2020-04-28,2018-03-28,N/A,60% of received ballots,TCP 2018-055,882,Response Rate Not Met,401,No
779149,890 College St (former Toronto),Boulevard Cafe,0,13,135,10,27,25% of ballots received by voters,2,106,29,1,2018-04-07,0,135,2020-04-08,2018-03-08,N/A,50% + 1 of received ballots,BCP 2018-056,883,Response Rate Not Met,170,No
779150,,Permit Parking,0,13,19,11,5,25% of ballots received by voters,0,19,0,2,2018-04-18,0,19,2020-04-19,2018-03-19,8,50% + 1 of received ballots,PPP 2018-057,884,In Favour,21,Yes
779151,4 Glencairn Ave,Front Yard Parking,0,33,58,28,15,25% of ballots received by voters,0,57,1,5,2018-04-19,0,58,2021-04-20,2018-03-20,18,50% + 1 of received ballots,FYP 2018-058,885,In Favour,69,Yes
779152,62 Runnymede Rd,Front Yard Parking,0,58,104,48,26,25% of ballots received by voters,6,104,0,4,2018-04-11,0,104,2021-04-12,2018-03-12,30,50% + 1 of received ballots,FYP 2018-059,886,In Favour,123,Yes
779153,104 Highland Ave,Appeal - Front Yard Parking,0,5,21,4,6,25% of ballots received by voters,0,21,0,1,2018-04-11,0,21,2021-04-12,2018-03-12,N/A,50% + 1 of received ballots,FYPA 2018-060,887,Response Rate Not Met,21,No
779154,633 Lauder Ave,Appeal - Front Yard Parking,0,10,42,8,9,25% of ballots received by voters,1,36,6,1,2018-04-06,0,42,2021-04-07,2018-03-07,6,50% + 1 of received ballots,FYPA 2018-061,888,In Favour,284,Yes
779155,343 Melrose Ave,Front Yard Parking,0,11,43,9,11,25% of ballots received by voters,0,43,0,2,2018-04-13,0,43,2021-04-14,2018-03-14,7,50% + 1 of received ballots,FYP 2018-062,889,In Favour,58,Yes
779156,244 Perth Ave,Commercial Boulevard Parking,0,19,63,11,16,25% of ballots received by voters,8,61,2,0,2018-04-27,0,63,2020-04-28,2018-03-28,11,50% + 1 of received ballots,CBP 2018-063,890,In Favour,91,Yes
779157,,Traffic Calming,0,35,55,23,29,50% + 1 of ballots received by voters,10,55,0,2,2018-04-14,0,55,2020-04-15,2018-03-15,21,60% of received ballots,TCP 2018-064,891,In Favour,62,Yes
779158,223 Hamilton St,Appeal - Front Yard Parking,0,43,86,28,21,25% of ballots received by voters,15,82,4,0,2018-04-20,0,86,2021-04-21,2018-03-21,23,50% + 1 of received ballots,FYPA 2018-065,892,In Favour,96,Yes
779159,249 Arlington Ave,Front Yard Parking,0,41,103,34,26,25% of ballots received by voters,5,103,0,2,2018-04-19,0,103,2021-04-20,2018-03-20,22,50% + 1 of received ballots,FYP 2018-066,893,In Favour,111,Yes
779160,17 Guestville Ave,Front Yard Parking,0,48,104,43,26,25% of ballots received by voters,5,102,2,0,2018-04-20,0,104,2021-04-21,2018-03-21,25,50% + 1 of received ballots,FYP 2018-067,894,In Favour,123,Yes
779161,,Traffic Calming,1,131,202,107,102,50% + 1 of ballots received by voters,16,202,0,7,2018-04-25,0,202,2020-04-26,2018-03-26,79,60% of received ballots,TCP 2018-068,895,In Favour,260,Yes
779162,392 Lauder Ave,Appeal - Front Yard Parking,0,25,75,22,19,25% of ballots received by voters,1,74,1,2,2018-04-21,0,75,2021-04-22,2018-03-22,14,50% + 1 of received ballots,FYPA 2018-069,896,In Favour,98,Yes
779163,184 Rosemount Ave (former Toronto),Appeal - Front Yard Parking,0,34,64,31,15,25% of ballots received by voters,0,57,7,3,2018-04-25,0,64,2021-04-26,2018-03-26,18,50% + 1 of received ballots,FYPA 2018-070,897,In Favour,87,Yes
779164,26 Baldwin St,Boulevard Cafe,0,31,184,20,42,25% of ballots received by voters,9,167,17,2,2018-04-21,0,184,2020-04-22,2018-03-22,N/A,50% + 1 of received ballots,BCP 2018-071,898,Response Rate Not Met,201,No
779165,74 Humewood Dr,Front Yard Parking,0,8,16,8,4,25% of ballots received by voters,0,16,0,0,2018-04-26,0,16,2021-04-27,2018-03-27,5,50% + 1 of received ballots,FYP 2018-072,899,In Favour,18,Yes
779166,,Traffic Calming,0,93,136,72,67,50% + 1 of ballots received by voters,14,131,5,7,2018-04-26,0,136,2020-04-27,2018-03-27,56,60% of received ballots,TCP 2018-073,900,In Favour,182,Yes
779167,38 Maxwell Ave,Appeal - Front Yard Parking,0,34,56,32,14,25% of ballots received by voters,0,55,1,2,2018-04-28,0,56,2021-04-29,2018-03-29,18,50% + 1 of received ballots,FYPA 2018-074,901,In Favour,131,Yes
779168,604A Harvie Ave,Front Yard Parking,0,37,85,33,21,25% of ballots received by voters,0,84,1,4,2018-05-03,0,85,2021-05-04,2018-04-03,20,50% + 1 of received ballots,FYP 2018-075,902,In Favour,98,Yes
779169,,Traffic Calming,0,66,199,46,77,50% + 1 of ballots received by voters,15,151,48,5,2018-05-03,0,199,2020-05-04,2018-04-03,N/A,60% of received ballots,TCP 2018-076,903,Response Rate Not Met,264,No
779170,34 Ellerbeck St,Appeal - Front Yard Parking,0,51,75,23,19,25% of ballots received by voters,27,73,2,1,2018-05-09,4,75,2021-05-10,2018-04-09,27,50% + 1 of received ballots,FYPA 2018-077,904,Opposed,92,Yes
779171,106 Millwood Rd,Appeal - Front Yard Parking,0,38,74,31,19,25% of ballots received by voters,2,74,0,5,2018-05-09,0,74,2021-05-10,2018-04-09,20,50% + 1 of received ballots,FYPA 2018-079,906,In Favour,85,Yes
779172,165 Fairlawn Ave,Front Yard Parking,0,76,131,67,32,25% of ballots received by voters,1,128,3,8,2018-05-10,0,131,2021-05-11,2018-04-10,39,50% + 1 of received ballots,FYP 2018-080,907,In Favour,148,Yes
779173,356 Bartlett Ave N,Front Yard Parking,0,61,145,31,36,25% of ballots received by voters,6,143,2,24,2018-05-19,0,145,2021-05-20,2018-04-19,32,50% + 1 of received ballots,FYP 2018-081,908,Opposed,197,Yes
779174,,Traffic Calming,0,56,104,49,46,50% + 1 of ballots received by voters,4,90,14,3,2018-05-18,0,104,2020-05-19,2018-04-18,34,60% of received ballots,TCP 2018-082,909,In Favour,121,Yes
779175,,Traffic Calming,0,92,157,74,74,50% + 1 of ballots received by voters,15,145,12,3,2018-05-19,1,157,2020-05-20,2018-04-19,56,60% of received ballots,TCP 2018-083,910,In Favour,189,Yes
779176,535 Queen St W,Boulevard Cafe,0,44,159,40,39,25% of ballots received by voters,3,155,4,1,2018-05-26,0,159,2020-05-27,2018-04-26,23,50% + 1 of received ballots,BCP 2018-084,911,In Favour,168,Yes
779177,1485 Dupont St,Boulevard Cafe,0,24,204,12,50,25% of ballots received by voters,10,197,7,2,2018-06-02,0,204,2020-06-03,2018-05-03,N/A,50% + 1 of received ballots,BCP 2018-085,912,Response Rate Not Met,252,No
779178,441 Soudan Ave,Front Yard Parking,0,37,55,31,14,25% of ballots received by voters,0,55,0,6,2018-05-26,0,55,2021-05-27,2018-04-26,20,50% + 1 of received ballots,FYP 2018-086,913,In Favour,63,Yes
779179,90 Chatsworth Dr,Front Yard Parking,0,25,84,23,18,25% of ballots received by voters,2,69,15,0,2018-05-30,0,84,2021-05-31,2018-04-30,14,50% + 1 of received ballots,FYP 2018-087,914,In Favour,94,Yes
779180,,Traffic Calming,0,103,196,77,95,50% + 1 of ballots received by voters,20,187,9,6,2018-05-30,0,196,2020-05-31,2018-04-30,62,60% of received ballots,TCP 2018-088,922,In Favour,225,Yes
779181,581 Willard Ave,Front Yard Parking,0,30,60,16,15,25% of ballots received by voters,11,59,1,3,2018-06-15,0,60,2021-06-16,2018-05-16,16,50% + 1 of received ballots,FYP 2018-089,923,In Favour,76,Yes
779182,71 Kings Park Blvd,Front Yard Parking,0,53,95,43,24,25% of ballots received by voters,5,94,1,5,2018-06-21,0,95,2021-06-22,2018-05-22,28,50% + 1 of received ballots,FYP 2018-090,924,In Favour,105,Yes
779183,97 Beresford Ave,Front Yard Parking,0,30,64,28,16,25% of ballots received by voters,2,64,0,0,2018-06-16,0,64,2021-06-17,2018-05-17,16,50% + 1 of received ballots,FYP 2018-091,925,In Favour,85,Yes
779184,88 St John's Rd,Front Yard Parking,0,28,63,28,15,25% of ballots received by voters,0,59,4,0,2018-06-16,0,63,2021-06-17,2018-05-17,15,50% + 1 of received ballots,FYP 2018-092,926,In Favour,87,Yes
779185,,Traffic Calming,0,101,154,37,76,50% + 1 of ballots received by voters,52,149,5,12,2018-06-13,0,154,2020-06-14,2018-05-14,61,60% of received ballots,TCP 2018-093,927,Opposed,189,Yes
779186,,Traffic Calming,0,136,277,100,136,50% + 1 of ballots received by voters,24,270,7,12,2018-06-23,0,277,2020-06-24,2018-05-24,82,60% of received ballots,TCP 2018-094,928,In Favour,312,Yes
779187,,Traffic Calming,0,69,157,45,75,50% + 1 of ballots received by voters,15,148,9,9,2018-06-14,0,157,2020-06-15,2018-05-15,N/A,60% of received ballots,TCP 2018-095,929,Response Rate Not Met,166,No
779188,,Traffic Calming,0,0,3,0,3,50% + 1 of ballots received by voters,0,3,0,0,2018-06-13,0,3,2020-06-14,2018-05-14,N/A,60% of received ballots,TCP 2018-096,930,Response Rate Not Met,10,No
779189,,Permit Parking,1,62,94,46,23,25% of ballots received by voters,9,92,2,6,2018-06-09,0,94,2020-06-10,2018-05-10,32,50% + 1 of received ballots,PPP 2018-097,931,In Favour,107,Yes
779190,139 Northland Ave,Front Yard Parking,1,59,115,48,28,25% of ballots received by voters,1,113,2,9,2018-06-21,0,115,2021-06-22,2018-05-22,31,50% + 1 of received ballots,FYP 2018-098,932,In Favour,122,Yes
779191,29 Spring Grove Ave,Front Yard Parking,0,39,84,35,21,25% of ballots received by voters,3,81,3,1,2018-06-15,1,84,2021-06-16,2018-05-16,21,50% + 1 of received ballots,FYP 2018-099,933,In Favour,99,Yes
779192,477 Church St (former Toronto),Boulevard Cafe,0,29,323,15,69,25% of ballots received by voters,13,276,47,1,2018-06-23,0,323,2020-06-24,2018-05-24,N/A,50% + 1 of received ballots,BCP 2018-100,934,Response Rate Not Met,345,No
779193,137 Priscilla Ave,Front Yard Parking,0,38,76,33,19,25% of ballots received by voters,1,76,0,4,2018-06-21,0,76,2021-06-22,2018-05-22,20,50% + 1 of received ballots,FYP 2018-101,935,In Favour,86,Yes
779194,140 Hepbourne St,Front Yard Parking,0,28,90,14,22,25% of ballots received by voters,9,85,5,5,2018-06-27,0,90,2021-06-28,2018-05-28,15,50% + 1 of received ballots,FYP 2018-102,936,Opposed,115,Yes
779195,268 Prescott Ave,Front Yard Parking,0,37,92,35,22,25% of ballots received by voters,0,87,5,2,2018-07-07,0,92,2021-07-08,2018-06-07,20,50% + 1 of received ballots,FYP 2018-103,937,In Favour,116,Yes
779196,54 Rhodes Ave,Front Yard Parking,0,52,99,38,24,25% of ballots received by voters,5,95,4,9,2018-07-07,0,99,2021-07-08,2018-06-07,27,50% + 1 of received ballots,FYP 2018-104,938,In Favour,106,Yes
779197,324 Runnymede Rd,Front Yard Parking,0,45,117,39,27,25% of ballots received by voters,1,106,11,5,2018-07-04,0,117,2021-07-05,2018-06-04,24,50% + 1 of received ballots,FYP 2018-105,939,In Favour,142,Yes
779198,2592 Yonge St,Boulevard Cafe,0,40,66,5,16,25% of ballots received by voters,35,63,3,0,2018-07-12,0,66,2020-07-13,2018-06-12,21,50% + 1 of received ballots,BCP 2018-106,940,Opposed,80,Yes
779199,680 College St (former Toronto),Boulevard Cafe,0,22,154,19,34,25% of ballots received by voters,3,133,21,0,2018-07-06,0,154,2020-07-07,2018-06-06,N/A,50% + 1 of received ballots,BCP 2018-107,941,Response Rate Not Met,196,No
779200,242 Lauder Ave,Front Yard Parking,0,46,112,40,26,25% of ballots received by voters,4,103,9,2,2018-07-11,0,112,2021-07-12,2018-06-11,24,50% + 1 of received ballots,FYP 2018-108,942,In Favour,148,Yes
779201,1715 St Clair Ave W,Boulevard Cafe,0,48,125,38,31,25% of ballots received by voters,3,121,4,7,2018-07-11,0,125,2020-07-12,2018-06-11,25,50% + 1 of received ballots,BCP 2018-109,943,In Favour,158,Yes
779202,32 Gresham Rd,Front Yard Parking,0,56,85,47,21,25% of ballots received by voters,3,83,2,6,2018-07-12,0,85,2021-07-13,2018-06-12,29,50% + 1 of received ballots,FYP 2018-110,944,In Favour,96,Yes
779203,,Traffic Calming,0,11,17,10,10,50% + 1 of ballots received by voters,0,17,0,1,2018-07-27,0,17,2020-07-28,2018-06-27,7,60% of received ballots,TCP 2018-112,946,In Favour,24,Yes
779204,50 Roe Ave,Front Yard Parking,0,47,117,46,30,25% of ballots received by voters,0,117,0,1,2018-07-27,0,117,2021-07-28,2018-06-27,25,50% + 1 of received ballots,FYP 2018-113,947,In Favour,137,Yes
779205,77 Armadale Ave,Front Yard Parking,0,27,54,18,14,25% of ballots received by voters,4,54,0,5,2018-07-25,0,54,2021-07-26,2018-06-25,15,50% + 1 of received ballots,FYP 2018-114,948,In Favour,57,Yes
779206,90 Beech Ave,Appeal - Front Yard Parking,0,25,55,15,13,25% of ballots received by voters,10,50,5,0,2018-08-02,1,55,2021-08-03,2018-07-03,14,50% + 1 of received ballots,FYPA 2018-115,949,In Favour,109,Yes
779207,,Traffic Calming,0,110,198,60,97,50% + 1 of ballots received by voters,46,191,7,4,2018-08-03,8,198,2020-08-04,2018-07-04,66,60% of received ballots,TCP 2018-116,950,Opposed,240,Yes
779208,,Traffic Calming,0,29,86,23,43,50% + 1 of ballots received by voters,5,83,3,1,2018-07-26,0,86,2020-07-27,2018-06-26,N/A,60% of received ballots,TCP 2018-117,951,Response Rate Not Met,108,No
779209,,Traffic Calming,0,66,204,51,95,50% + 1 of ballots received by voters,10,188,16,5,2018-08-04,0,204,2020-08-05,2018-07-05,N/A,60% of received ballots,TCP 2018-118,955,Response Rate Not Met,244,No
779210,118 Northland Ave,Front Yard Parking,0,46,86,35,21,25% of ballots received by voters,8,84,2,3,2018-08-29,0,86,2021-08-30,2018-07-30,24,50% + 1 of received ballots,FYP 2018-119,957,In Favour,99,Yes
779211,83 Astoria Ave,Front Yard Parking,0,18,30,13,8,25% of ballots received by voters,2,29,1,3,2018-08-09,0,30,2021-08-10,2018-07-10,10,50% + 1 of received ballots,FYP 2018-120,958,In Favour,36,Yes
779212,2190 Bloor St W,Boulevard Cafe,0,13,89,8,16,25% of ballots received by voters,5,62,27,0,2018-08-11,0,89,2020-08-12,2018-07-12,N/A,50% + 1 of received ballots,BCP 2018-121,959,Response Rate Not Met,103,No
779213,,Traffic Calming,0,49,80,39,41,50% + 1 of ballots received by voters,7,80,0,3,2018-08-15,1,80,2020-08-16,2018-07-16,30,60% of received ballots,TCP 2018-122,960,In Favour,85,Yes
779214,,Traffic Calming,0,204,878,148,409,50% + 1 of ballots received by voters,41,816,62,15,2018-08-15,1,878,2020-08-16,2018-07-16,N/A,60% of received ballots,TCP 2018-124,962,Response Rate Not Met,914,No
779215,,Traffic Calming,0,33,122,25,57,50% + 1 of ballots received by voters,6,111,11,2,2018-08-16,0,122,2020-08-17,2018-07-17,N/A,60% of received ballots,TCP 2018-125,963,Response Rate Not Met,146,No
779216,,Traffic Calming,0,158,282,125,132,50% + 1 of ballots received by voters,30,262,20,3,2018-08-29,0,282,2020-08-30,2018-07-30,95,60% of received ballots,TCP 2018-128,966,In Favour,332,Yes
779217,,Traffic Calming,0,168,652,137,296,50% + 1 of ballots received by voters,22,589,63,9,2018-08-30,0,652,2020-08-31,2018-07-31,N/A,60% of received ballots,TCP 2018-130,968,Response Rate Not Met,783,No
779218,744 St Clair Ave W,Boulevard Cafe,0,24,76,4,19,25% of ballots received by voters,8,75,1,12,2018-08-18,0,76,2020-08-19,2018-07-19,13,50% + 1 of received ballots,BCP 2018-131,969,Opposed,85,Yes
779219,,Traffic Calming,0,8,20,8,11,50% + 1 of ballots received by voters,0,20,0,0,2018-10-12,0,20,2020-10-13,2018-09-12,N/A,60% of received ballots,TCP 2018-132,970,Response Rate Not Met,22,No
779220,,Traffic Calming,0,36,73,28,38,50% + 1 of ballots received by voters,5,73,0,3,2018-10-12,0,73,2020-10-13,2018-09-12,N/A,60% of received ballots,TCP 2018-133,971,Response Rate Not Met,80,No
779221,798 Bloor St W,Boulevard Cafe,0,20,66,4,15,25% of ballots received by voters,13,60,6,3,2018-08-23,0,66,2020-08-24,2018-07-24,11,50% + 1 of received ballots,BCP 2018-134,972,Opposed,75,Yes
779222,25 Humewood Dr,Front Yard Parking,0,38,53,19,13,25% of ballots received by voters,16,51,2,3,2018-08-30,2,53,2021-08-31,2018-07-31,20,50% + 1 of received ballots,FYP 2018-135,973,Opposed,64,Yes
779223,17 Nelles Ave,Front Yard Parking,0,20,58,11,14,25% of ballots received by voters,6,56,2,3,2018-08-29,0,58,2021-08-30,2018-07-30,11,50% + 1 of received ballots,FYP 2018-136,974,In Favour,65,Yes
779224,54 Coolmine Rd,Front Yard Parking,0,34,100,28,25,25% of ballots received by voters,0,97,3,6,2018-08-31,0,100,2021-09-01,2018-08-01,18,50% + 1 of received ballots,FYP 2018-137,975,In Favour,140,Yes
779225,100 Aileen Ave,Appeal - Front Yard Parking,0,32,67,26,17,25% of ballots received by voters,0,66,1,6,2018-09-01,0,67,2021-09-02,2018-08-02,17,50% + 1 of received ballots,FYPA 2018-138,976,In Favour,79,Yes
779226,413A Spadina Rd,Boulevard Cafe,0,29,219,18,41,25% of ballots received by voters,10,164,55,1,2018-09-12,0,219,2020-09-13,2018-08-13,N/A,50% + 1 of received ballots,BCP 2018-139,977,Response Rate Not Met,225,No
779227,,Traffic Calming,0,45,143,31,71,50% + 1 of ballots received by voters,10,139,4,4,2018-08-31,0,143,2020-09-01,2018-08-01,N/A,60% of received ballots,TCP 2018-140,979,Response Rate Not Met,166,No
779228,,Business Improvement Area,0,116,302,104,84,30% of ballots received by voters or 100,9,280,22,3,2018-10-19,78,302,2020-10-20,2018-08-20,58,50% of received ballots,BIA 2018-141,980,In Favour,2529,Yes
779229,375 Beresford Ave,Front Yard Parking,0,41,111,40,27,25% of ballots received by voters,1,107,4,0,2018-09-20,0,111,2021-09-21,2018-08-21,22,50% + 1 of received ballots,FYP 2018-142,981,In Favour,130,Yes
779230,127 Greenlaw Ave,Front Yard Parking,0,32,68,26,17,25% of ballots received by voters,0,68,0,6,2018-09-20,0,68,2021-09-21,2018-08-21,17,50% + 1 of received ballots,FYP 2018-143,982,In Favour,90,Yes
779231,596 College St (former Toronto),Boulevard Cafe,0,26,255,20,54,25% of ballots received by voters,4,215,40,2,2018-10-18,0,255,2020-10-19,2018-09-18,N/A,50% + 1 of received ballots,BCP 2018-146,986,Response Rate Not Met,279,No
779232,,Traffic Calming,0,77,254,60,104,50% + 1 of ballots received by voters,10,205,49,7,2018-10-17,2,254,2020-10-18,2018-09-17,N/A,60% of received ballots,TCP 2018-147,987,Response Rate Not Met,314,No
779233,,Permit Parking,0,69,164,44,41,25% of ballots received by voters,23,162,2,2,2019-01-03,24,164,2021-01-04,2018-12-04,36,50% + 1 of received ballots,PPP 2018-148,988,In Favour,167,Yes
779234,1006 Bloor St W,Boulevard Cafe,0,22,62,13,15,25% of ballots received by voters,2,60,2,7,2018-10-17,0,62,2020-10-18,2018-09-17,12,50% + 1 of received ballots,BCP 2018-149,989,In Favour,70,Yes
779235,177 Cedric Ave,Front Yard Parking,0,49,169,34,42,25% of ballots received by voters,11,166,3,4,2018-10-17,0,169,2021-10-18,2018-09-17,26,50% + 1 of received ballots,FYP 2018-150,990,In Favour,225,Yes
779236,118 Everden Rd,Front Yard Parking,0,26,42,21,10,25% of ballots received by voters,0,39,3,5,2018-10-18,0,42,2021-10-19,2018-09-18,14,50% + 1 of received ballots,FYP 2018-151,991,In Favour,51,Yes
779237,68 Hilton Ave,Front Yard Parking,1,37,78,24,19,25% of ballots received by voters,4,76,2,8,2018-10-19,0,78,2021-10-20,2018-09-19,20,50% + 1 of received ballots,FYP 2018-152,992,In Favour,86,Yes
779238,,Permit Parking,0,24,54,18,12,25% of ballots received by voters,4,47,7,2,2018-10-20,0,54,2020-10-21,2018-09-20,13,50% + 1 of received ballots,PPP 2018-153,993,In Favour,59,Yes
779239,,Permit Parking,0,77,214,49,53,25% of ballots received by voters,13,209,5,15,2019-01-04,0,214,2021-01-05,2018-12-05,40,50% + 1 of received ballots,PPP 2018-154,994,In Favour,229,Yes
779240,,Traffic Calming,0,309,526,160,262,50% + 1 of ballots received by voters,133,522,4,16,2019-01-03,0,526,2021-01-04,2018-12-04,186,60% of received ballots,TCP 2018-155,995,Opposed,571,Yes
779241,,Traffic Calming,0,82,128,64,65,50% + 1 of ballots received by voters,12,128,0,6,2019-01-09,0,128,2021-01-10,2018-12-10,50,60% of received ballots,TCP 2018-156,996,In Favour,142,Yes
779242,545 Arlington Ave,Front Yard Parking,0,41,121,38,30,25% of ballots received by voters,0,118,3,3,2019-01-03,0,121,2022-01-04,2018-12-04,22,50% + 1 of received ballots,FYP 2018-157,997,In Favour,141,Yes
779243,103 Holwood Ave,Front Yard Parking,0,40,68,35,17,25% of ballots received by voters,2,68,0,3,2019-01-04,0,68,2022-01-05,2018-12-05,21,50% + 1 of received ballots,FYP 2018-158,998,In Favour,86,Yes
779244,1091 Queen St E,Boulevard Cafe,0,29,83,18,20,25% of ballots received by voters,10,77,6,1,2019-01-04,0,83,2021-01-05,2018-12-05,16,50% + 1 of received ballots,BCP 2018-159,999,In Favour,94,Yes
779245,1975 Queen St E,Boulevard Cafe,0,26,74,19,19,25% of ballots received by voters,6,74,0,1,2019-01-05,1,74,2021-01-06,2018-12-06,14,50% + 1 of received ballots,BCP 2018-160,1000,In Favour,80,Yes
779246,11 River St,Commercial Boulevard Parking,0,8,18,2,5,25% of ballots received by voters,6,17,1,0,2019-01-16,0,18,2021-01-17,2018-12-17,5,50% + 1 of received ballots,CBP 2018-161,1001,Opposed,19,Yes
779247,177 Glenview Ave,Front Yard Parking,0,68,83,59,21,25% of ballots received by voters,3,81,2,6,2019-01-09,0,83,2022-01-10,2018-12-10,35,50% + 1 of received ballots,FYP 2018-162,1002,In Favour,92,Yes
779248,148 Glebeholme Blvd,Front Yard Parking,0,34,59,30,15,25% of ballots received by voters,1,59,0,3,2019-01-11,0,59,2022-01-12,2018-12-12,18,50% + 1 of received ballots,FYP 2018-163,1003,In Favour,65,Yes
779249,37 Wolverton Ave,Front Yard Parking,0,42,74,33,19,25% of ballots received by voters,7,74,0,2,2019-01-10,0,74,2022-01-11,2018-12-11,22,50% + 1 of received ballots,FYP 2018-164,1004,In Favour,81,Yes
